,mallid,mall,county,usps,geoid,INTPTLAT,INTPTLONG,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,Homeowner_vacancy_rate_percent,Median_Age_Female,Median_Age_Male,Median_Age,Percent_65_years_and_over,Percent_American_Indian_and_Alaska_Native,Percent_Asian,Percent_Black_or_African_American,Percent_Family_households,Percent_Female,Percent_Male,Percent_Nonfamily_households,Percent_Occupied_housing_units,Percent_Some_Other_Race,Percent_White,Rental_vacancy_rate_percent, accessories,beauty products,books and digital media,candles,cellular accessories,children's apparel,children's clothing,children's footwear,chocolates,clothing,clothing & shoes,coffee,consumer electronics,cookies,denim,department store,diamonds,disney,eyewear,fasion wholesale,footwear,furniture,girl's clothing,guest services,hair care,headwear,home furnishings,ice cream,jewelry,makeup,maternity clothing,mattress,men's clothing,men's gifts,nutritional supplements,perfume,personalized gifts,photography,plus size clothing,restaurant,shoes,skincare,sporting goods,sports apparel,sports clothing,stuffed animals,telecommunication,video games,women's clothing,women's handbags,women's jewelry,women's shoes,new_id
806,820,pasadena town square,Harris County,texas,48201,29.857273,-95.39303699999999,4092459,1598698,4411986582,191671993,1703.4779999999998,74.005,2.3,33.0,31.4,32.2,8.1,0.7,6.2,18.9,68.7,50.2,49.8,31.3,89.8,14.3,56.6,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,806
807,821,paseo colorado,Los Angeles County,california,6037,34.196397999999995,-118.26186200000001,9818605,3445076,10509869649,1795012906,4057.884,693.058,1.7,35.9,33.6,34.8,10.9,0.7,13.7,8.7,67.7,50.7,49.3,32.3,94.1,21.8,50.3,5.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,807
808,822,paseo nuevo,Santa Barbara County,california,6083,34.537378000000004,-120.03848500000001,423895,152834,7083838022,2729829365,2735.085,1053.993,1.7,35.1,32.3,33.6,12.8,1.3,4.9,2.0,64.5,49.8,50.2,35.5,93.0,17.4,69.6,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,808
809,823,patrick henry mall,Newport News city,virginia,51700,37.075978000000006,-76.52171899999999,180719,76198,177967764,131476125,68.714,50.763000000000005,2.5,34.1,30.7,32.3,10.6,0.5,2.7,40.7,63.5,51.7,48.3,36.5,92.7,2.7,49.0,7.9,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,809
810,824,patriot place,Norfolk County,massachusetts,25021,42.169702,-71.179875,670850,270359,1025908386,124944841,396.105,48.24100000000001,1.1,41.8,39.5,40.7,14.5,0.2,8.6,5.7,65.5,52.1,47.9,34.5,95.4,1.3,82.3,5.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,810
811,825,patton creek,Shelby County,alabama,1117,33.262937,-86.678104,195085,80970,2032960300,63700594,784.93,24.595,2.7,37.8,35.9,36.9,10.6,0.3,1.9,10.6,72.5,51.0,49.0,27.5,91.5,2.8,83.0,12.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,811
812,826,peach shops at byron,Peach County,georgia,13225,32.571324,-83.831978,27695,11050,389190656,2676298,150.267,1.033,2.6,34.8,31.8,33.3,11.4,0.2,0.8,45.9,69.6,51.6,48.4,30.4,90.1,3.2,48.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812
813,827,peachtree mall,Muscogee County,georgia,13215,32.510197,-84.874946,189885,82690,560435436,11968740,216.385,4.621,2.6,35.7,31.4,33.5,11.6,0.4,2.2,45.5,64.4,52.1,47.9,35.6,89.6,2.4,46.3,11.5,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,813
814,828,pearland town center,Harris County,texas,48201,29.857273,-95.39303699999999,4092459,1598698,4411986582,191671993,1703.4779999999998,74.005,2.3,33.0,31.4,32.2,8.1,0.7,6.2,18.9,68.7,50.2,49.8,31.3,89.8,14.3,56.6,13.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,814
815,830,pecanland mall,Ouachita Parish,louisiana,22073,32.477495000000005,-92.154798,153720,64481,1580944616,55281707,610.406,21.344,1.4,35.5,32.8,34.1,12.3,0.2,0.9,36.6,67.1,52.2,47.8,32.9,91.0,0.6,60.4,8.3,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,815
816,831,pemberton square,Warren County,mississippi,28149,32.357005,-90.851791,48773,21896,1524210117,77836802,588.501,30.053,2.4,38.9,36.3,37.7,12.8,0.3,0.8,47.0,68.4,52.5,47.5,31.6,86.5,0.7,50.3,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816
817,832,pembroke lakes mall,Broward County,florida,12011,26.19352,-80.476658,1748066,810388,3133329108,292869341,1209.785,113.07700000000001,3.3,40.7,38.5,39.7,14.3,0.3,3.2,26.7,63.3,51.6,48.4,36.7,84.7,3.7,63.1,10.7,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,817
818,833,pembroke mall,Virginia Beach city,virginia,51810,36.779322,-76.02402,437994,177879,644948896,643150238,249.016,248.322,2.1,36.7,33.1,34.9,10.6,0.4,6.1,19.6,69.1,51.0,49.0,30.9,92.8,2.0,67.7,7.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818
819,834,peninsula town center,Newport News city,virginia,51700,37.075978000000006,-76.52171899999999,180719,76198,177967764,131476125,68.714,50.763000000000005,2.5,34.1,30.7,32.3,10.6,0.5,2.7,40.7,63.5,51.7,48.3,36.5,92.7,2.7,49.0,7.9,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,819
820,835,penn square mall,Oklahoma County,oklahoma,40109,35.554611,-97.409401,718633,319828,1835832315,24744702,708.819,9.554,2.4,35.7,33.0,34.3,12.0,3.5,3.0,15.4,62.4,51.1,48.9,37.6,89.9,8.1,64.6,11.4,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,17.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0,1.0,820
821,836,perimeter mall,Fulton County,georgia,13121,33.790034000000006,-84.468182,920581,437105,1363977166,19917366,526.635,7.69,5.2,35.0,33.3,34.2,9.1,0.2,5.6,44.1,55.6,51.3,48.7,44.4,86.1,3.4,44.5,13.7,1.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,1.0,821
822,837,peru mall,LaSalle County,illinois,17099,41.343340999999995,-88.885931,113924,49978,2939957539,33700941,1135.124,13.012,2.6,42.5,39.6,41.0,16.4,0.3,0.7,1.9,66.4,50.1,49.9,33.6,90.7,2.5,93.2,9.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,822
823,838,pheasant lane mall,Middlesex County,massachusetts,25017,42.479477,-71.396507,1503085,612004,2118135038,75739760,817.817,29.243000000000002,1.3,39.8,37.1,38.5,13.1,0.2,9.3,4.7,63.1,51.4,48.6,36.9,94.9,3.3,80.0,5.7,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,11.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,823
824,839,phillipsburg mall,Northampton County,pennsylvania,42095,40.752790999999995,-75.307447,297735,120363,957444154,20006520,369.671,7.725,1.6,42.3,39.5,40.9,15.7,0.2,2.4,5.0,68.9,51.2,48.8,31.1,94.4,3.8,86.3,6.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,824
825,840,phipps plaza,Fulton County,georgia,13121,33.790034000000006,-84.468182,920581,437105,1363977166,19917366,526.635,7.69,5.2,35.0,33.3,34.2,9.1,0.2,5.6,44.1,55.6,51.3,48.7,44.4,86.1,3.4,44.5,13.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,825
826,841,piedmont mall,Danville city,virginia,51590,36.583334,-79.40807099999999,43055,22438,111198695,2627087,42.934,1.014,4.2,45.0,39.8,42.6,19.1,0.2,0.9,48.3,58.8,54.4,45.6,41.2,83.9,1.5,47.7,16.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,826
827,842,pier park,Bay County,florida,12005,30.237563,-85.631348,168852,99650,1964400618,711453131,758.459,274.694,4.2,40.6,38.4,39.5,14.5,0.7,2.0,10.8,65.0,50.5,49.5,35.0,68.7,1.2,82.2,28.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,827
828,843,pier park,Bay County,florida,12005,30.237563,-85.631348,168852,99650,1964400618,711453131,758.459,274.694,4.2,40.6,38.4,39.5,14.5,0.7,2.0,10.8,65.0,50.5,49.5,35.0,68.7,1.2,82.2,28.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,828
829,844,pierre bossier mall,Caddo Parish,louisiana,22017,32.577195,-93.882423,254969,112028,2275405029,150956656,878.539,58.285,1.4,38.0,34.6,36.4,13.6,0.4,1.1,47.2,64.1,52.5,47.5,35.9,91.2,0.8,49.0,7.7,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,829
830,845,pike place market,Kitsap County,washington,53035,47.639687,-122.64963600000002,251133,107367,1022893152,442829766,394.941,170.97799999999998,2.2,41.2,37.3,39.4,13.3,1.6,4.9,2.6,67.7,49.4,50.6,32.3,90.5,1.6,82.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830
831,846,pine ridge mall,Bingham County,idaho,16011,43.216357,-112.399206,45607,16141,5423378296,68447717,2093.978,26.428,1.5,32.6,31.0,31.8,11.4,6.5,0.6,0.2,78.2,49.8,50.2,21.8,92.9,9.8,80.6,7.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,831
832,847,pinnacle hills promenade,Benton County,arkansas,5007,36.337825,-94.256187,221339,93084,2194644508,94662461,847.357,36.549,4.0,35.2,33.6,34.3,12.2,1.7,2.9,1.3,72.4,50.7,49.3,27.6,88.2,8.6,82.6,12.2,1.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,832
833,848,pioneer place,Multnomah County,oregon,41051,45.547693,-122.41717299999999,735334,324832,1117054236,88853180,431.29699999999997,34.306,2.5,36.2,35.3,35.7,10.5,1.1,6.5,5.6,53.7,50.5,49.5,46.3,93.8,5.1,76.5,5.5,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,833
834,849,pittsford plaza,Ontario County,new york,36069,42.856695,-77.30327700000001,107931,48193,1668121832,47814148,644.065,18.461,1.6,43.2,41.0,42.1,15.4,0.3,1.0,2.3,66.0,51.1,48.9,34.0,89.3,1.1,93.7,7.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,834
835,850,plaza at landmark,Fairfax County,virginia,51059,38.833742,-77.276117,1081726,407998,1012604465,39567297,390.969,15.277000000000001,1.1,38.3,36.3,37.3,9.8,0.4,17.5,9.2,70.5,50.6,49.4,29.5,96.0,6.1,62.7,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,835
836,851,plaza carolina puerto rico,Miami-Dade County,florida,12086,25.610494,-80.499045,2496435,989435,4915061046,1381673402,1897.7160000000001,533.467,3.2,39.4,36.9,38.2,14.1,0.2,1.5,18.9,69.5,51.6,48.4,30.5,87.7,3.2,73.8,8.9,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,836
837,852,plaza del sol,Kinney County,texas,48271,29.347085999999997,-100.4177,3598,1940,3522525947,13125082,1360.055,5.0680000000000005,3.5,50.0,42.3,45.3,24.3,0.7,0.3,1.5,68.7,45.7,54.3,31.3,69.6,6.9,88.6,15.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,837
838,853,plaza fiesta,DeKalb County,georgia,13089,33.770661,-84.226343,691893,304968,693033963,9220158,267.582,3.56,3.8,35.6,32.9,34.3,9.0,0.4,5.1,54.3,59.4,52.1,47.9,40.6,89.1,4.5,33.3,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838
839,854,plaza mexico,Los Angeles County,california,6037,34.196397999999995,-118.26186200000001,9818605,3445076,10509869649,1795012906,4057.884,693.058,1.7,35.9,33.6,34.8,10.9,0.7,13.7,8.7,67.7,50.7,49.3,32.3,94.1,21.8,50.3,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,839
840,855,pleasant ridge town center,Pulaski County,arkansas,5119,34.773988,-92.316515,382748,175555,1967777404,124061704,759.763,47.9,2.3,37.5,34.6,36.0,12.0,0.4,2.0,35.0,62.0,51.9,48.1,38.0,90.4,3.0,57.5,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840
841,856,plymouth meeting mall,Montgomery County,pennsylvania,42091,40.209998999999996,-75.370201,799874,325735,1251067046,10761519,483.04,4.155,1.3,42.0,39.2,40.6,15.1,0.1,6.4,8.7,67.9,51.5,48.5,32.1,94.5,1.6,81.1,9.3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,841
842,857,polaris fashion place,Delaware County,ohio,39041,40.278940999999996,-83.007462,174214,66378,1147617685,36859321,443.098,14.231,2.0,37.9,36.9,37.4,9.5,0.1,4.3,3.4,76.4,50.7,49.3,23.6,94.5,0.6,89.7,7.7,0.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,1.0,842
843,858,pony village mall,Coos County,oregon,41011,43.184193,-124.09255700000001,63043,30593,4134068696,544389499,1596.1729999999998,210.19,2.8,48.3,46.3,47.3,21.4,2.5,1.0,0.4,62.1,50.7,49.3,37.9,88.7,1.7,89.8,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,843
844,859,port charlotte town center,Charlotte County,florida,12015,26.868826000000002,-81.94085799999999,159978,100632,1761913582,461075444,680.279,178.02200000000002,5.4,56.9,54.6,55.9,34.1,0.3,1.2,5.7,65.2,51.4,48.6,34.8,72.9,1.1,90.0,18.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,844
